Scenario_1_Type,Scenario_2_Type,Scenario_3_Type,Chronic_Absenteeism,Utility
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,32.7,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,6.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,8.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,89.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,9.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,9.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,5.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.9,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,16.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,6.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,4.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,3.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,20.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,4.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,46.9,Southern California Edison Company
NA,NA,NA,15.45,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,22.6,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,18.55,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,15.15,Southern California Edison Company
NA,NA,NA,10.3,Southern California Edison Company
NA,NA,NA,35.65,Southern California Edison Company
NA,NA,NA,23.9,Southern California Edison Company
NA,NA,NA,13.75,Southern California Edison Company
NA,NA,NA,15.65,Southern California Edison Company
NA,NA,NA,19.85,Southern California Edison Company
NA,NA,NA,15.35,Southern California Edison Company
NA,NA,NA,24,Southern California Edison Company
NA,NA,NA,18.3,Southern California Edison Company
NA,NA,NA,50.65,Southern California Edison Company
NA,NA,NA,16.5,Southern California Edison Company
NA,NA,NA,13.9,Southern California Edison Company
NA,NA,NA,19.1,Southern California Edison Company
NA,NA,NA,32.6,Southern California Edison Company
NA,NA,NA,10.65,Southern California Edison Company
NA,NA,NA,12.65,Southern California Edison Company
NA,NA,NA,26.15,Southern California Edison Company
NA,NA,NA,21.15,Southern California Edison Company
NA,NA,NA,37.1,Southern California Edison Company
NA,NA,NA,35.05,Southern California Edison Company
NA,NA,NA,40.25,Southern California Edison Company
NA,NA,NA,40.85,Southern California Edison Company
NA,NA,NA,31.9,Southern California Edison Company
NA,NA,NA,40,Southern California Edison Company
NA,NA,NA,19.1,Southern California Edison Company
NA,NA,NA,27.35,Southern California Edison Company
NA,NA,NA,8.15,Southern California Edison Company
NA,NA,NA,20.75,Southern California Edison Company
NA,NA,NA,5.8,Southern California Edison Company
NA,NA,NA,28.95,Southern California Edison Company
NA,NA,NA,23.1,Southern California Edison Company
NA,NA,NA,26.05,Southern California Edison Company
NA,NA,NA,11.35,Southern California Edison Company
NA,NA,NA,29.1,Southern California Edison Company
NA,NA,NA,20.35,Southern California Edison Company
NA,NA,NA,10.1,Southern California Edison Company
NA,NA,NA,13.95,Southern California Edison Company
NA,NA,NA,35.2,Southern California Edison Company
NA,NA,NA,25.25,Southern California Edison Company
NA,NA,NA,10.85,Southern California Edison Company
NA,NA,NA,8.4,Southern California Edison Company
NA,NA,NA,20.85,Southern California Edison Company
NA,NA,NA,26.4,Southern California Edison Company
NA,NA,NA,8.85,Southern California Edison Company
NA,NA,NA,15.45,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,30.55,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,43.8,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,17.85,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,20.45,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,44.75,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,7.55,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,19.45,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,25.35,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,20.25,Southern California Edison Company
Energy Efficiency Retrofits,NA,NA,32.2,Southern California Edison Company
NA,Nature Exposure,NA,9.5,Southern California Edison Company
NA,Nature Exposure,NA,32.5,Southern California Edison Company
NA,Nature Exposure,NA,13.3,Southern California Edison Company
NA,Nature Exposure,NA,43.75,Southern California Edison Company
NA,Nature Exposure,NA,22.5,Southern California Edison Company
NA,Nature Exposure,NA,15.15,Southern California Edison Company
NA,Nature Exposure,NA,19.95,Southern California Edison Company
NA,Nature Exposure,NA,18.05,Southern California Edison Company
NA,Nature Exposure,NA,14.65,Southern California Edison Company
NA,Nature Exposure,NA,17.65,Southern California Edison Company
NA,Nature Exposure,NA,17.45,Southern California Edison Company
NA,Nature Exposure,NA,19.65,Southern California Edison Company
NA,Nature Exposure,NA,16.05,Southern California Edison Company
NA,Nature Exposure,NA,20.5,Southern California Edison Company
NA,Nature Exposure,NA,53.2,Southern California Edison Company
NA,Nature Exposure,NA,14.7,Southern California Edison Company
NA,Nature Exposure,NA,18.05,Southern California Edison Company
NA,Nature Exposure,NA,28.3,Southern California Edison Company
NA,Nature Exposure,NA,8.15,Southern California Edison Company
NA,Nature Exposure,NA,50.05,Southern California Edison Company
NA,Nature Exposure,NA,29.7,Southern California Edison Company
NA,Nature Exposure,NA,24.3,Southern California Edison Company
NA,Nature Exposure,NA,28,Southern California Edison Company
NA,Nature Exposure,NA,10.2,Southern California Edison Company
NA,Nature Exposure,NA,5.9,Southern California Edison Company
NA,Nature Exposure,NA,71.8,Southern California Edison Company
NA,Nature Exposure,NA,16.6,Southern California Edison Company
NA,Nature Exposure,NA,29.05,Southern California Edison Company
NA,Nature Exposure,NA,3.1,Southern California Edison Company
NA,Nature Exposure,NA,13.75,Southern California Edison Company
NA,Nature Exposure,NA,17.5,Southern California Edison Company
NA,Nature Exposure,NA,27.15,Southern California Edison Company
NA,Nature Exposure,NA,20.45,Southern California Edison Company
NA,Nature Exposure,NA,20.2,Southern California Edison Company
NA,Nature Exposure,NA,26.4,Southern California Edison Company
NA,Nature Exposure,NA,4.6,Southern California Edison Company
NA,Nature Exposure,NA,22.45,Southern California Edison Company
NA,Nature Exposure,NA,18,Southern California Edison Company
NA,Nature Exposure,NA,10.95,Southern California Edison Company
NA,Nature Exposure,NA,3.95,Southern California Edison Company
NA,Nature Exposure,NA,15.25,Southern California Edison Company
NA,Nature Exposure,NA,11.55,Southern California Edison Company
NA,Nature Exposure,NA,33.55,Southern California Edison Company
NA,Nature Exposure,NA,11.6,Southern California Edison Company
NA,Nature Exposure,NA,12.85,Southern California Edison Company
NA,Nature Exposure,NA,15.2,Southern California Edison Company
NA,Nature Exposure,NA,4.15,Southern California Edison Company
NA,Nature Exposure,NA,8.2,Southern California Edison Company
NA,Nature Exposure,NA,86.65,Southern California Edison Company
NA,Nature Exposure,NA,12.4,Southern California Edison Company
NA,Nature Exposure,NA,21.6,Southern California Edison Company
NA,Nature Exposure,NA,19.9,Southern California Edison Company
NA,Nature Exposure,NA,11.8,Southern California Edison Company
NA,Nature Exposure,NA,21.15,Southern California Edison Company
NA,Nature Exposure,NA,21.2,Southern California Edison Company
NA,Nature Exposure,NA,10.9,Southern California Edison Company
NA,Nature Exposure,NA,12.1,Southern California Edison Company
NA,Nature Exposure,NA,20.9,Southern California Edison Company
NA,Nature Exposure,NA,25.05,Southern California Edison Company
NA,Nature Exposure,NA,10.1,Southern California Edison Company
NA,Nature Exposure,NA,15.5,Southern California Edison Company
NA,Nature Exposure,NA,3.8,Southern California Edison Company
NA,Nature Exposure,NA,11.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,23.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,20.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,88.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,28.2,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,22.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,5.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.75,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,21.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,25.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,26.9,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,26.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,5.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,6.9,Southern California Edison Company
