,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Diversity_Index,Students_with_Disabilities,Staff,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,School_Type,income
1610000000000_186,0.1,0,100,0,0,28.32,2010,80662,78.5,0.61,221,18.3,101.31,19.56,34.33,46.5,0,0,0,Control School,medium income
1610000000000_187,0.1,0,100,0,0,28.29,1995,65625,94,0.63,129,9.13,101.31,19.56,34.33,45.1,0,0,0,Control School,medium income
1610000000000_189,0.1,0,100,0,0,27.36,2005,68864,86,0.63,98.5,7.79,71.68,19.56,37.48,36.95,0,0,0,Control School,medium income
1610000000000_191,0.13,0,100,0,0,27.36,1995,90717,35,0.57,1894.5,9.06,71.68,19.56,37.48,30.8,0,0,0,Control School,medium income
10700000000000_196,0.13,0,91.91,0,8.09,31.08,1960,73047,72,0.63,16,19.37,98.34,29.25,42.74,26.45,0,0,0,Control School,medium income
1610000000000_200,0.14,1.91,98.09,0,0,27.45,1963,79525,40,0.57,42,8.69,63.37,19.56,36.01,6.95,0,0,0,Control School,medium income
57700000000000_207,0.14,0,100,0,0,30.2,1986,88255,76.5,0.63,42.5,13.38,54.34,64.45,29.89,29.7,0,0,0,Control School,medium income
57700000000000_210,0.18,0,100,0,0,28.04,1958,87375,60,0.63,42.5,7.5,49.96,64.45,48.33,20.05,0,0,0,Control School,medium income
41700000000000_219,0.08,0,100,0,0,28.14,1993,88869,47,0.63,53.5,11.11,42.33,51.16,50.81,11.45,0,0,0,Control School,medium income
43700000000000_229,0.11,0,98.38,0,1.62,29.33,2011,93269,44,0.56,13,28.75,59.06,52.82,45.85,8.4,1,0,0,Prop. 39 School,medium income
27700000000000_231,0.21,0.24,87.56,4.57,7.62,24.54,1949,91056,82,0.63,83,15.49,49.92,39.52,46.89,40.1,0,0,0,Control School,medium income
27700000000000_232,0.12,10.86,63.74,0,25.4,23.3,1965,89506,85.5,0.63,112.5,23.77,59.6,39.52,41.36,38.25,0,0,0,Control School,medium income
10600000000000_238,0.18,0,100,0,0,28.17,1962,78611,50,0.57,183,12.95,54.54,29.25,37.56,22.9,0,0,0,Control School,medium income
15600000000000_244,0.13,0,100,0,0,32.92,2003,96111,89,0.63,361.5,76.34,84.72,27.08,54.94,22.4,0,0,0,Control School,medium income
41700000000000_245,0.12,0,100,0,0,27.6,1945,90750,62.5,0.63,42.5,13.27,46.72,51.16,52.45,22.35,0,0,0,Control School,medium income
10600000000000_246,0.14,0,100,0,0,29.76,1952,81208,68.5,0.56,267,15.21,71.87,29.25,56.21,12.25,1,0,0,Prop. 39 School,medium income
15600000000000_248,0.11,0,71.2,0,28.8,33.72,1930,83108,87.5,0.63,27.5,16.6,70.9,27.08,55.77,26.95,0,0,0,Control School,medium income
27700000000000_249,0.17,0,80.44,0,19.56,25.9,2010,69125,64.5,0.61,27.5,9.52,45.4,50.32,49.06,15.45,0,0,0,Control School,medium income
15600000000000_250,0.13,0,100,0,0,33.28,2004,61250,23,0.56,1523.5,68.6,84.71,27.08,57.87,24.4,0,0,0,Control School,medium income
7620000000000_252,0.12,0,100,0,0,30.86,1962,98281,97,0.63,161,24.9,77.78,21.42,42.57,33.6,0,0,0,Control School,medium income
10600000000000_266,0.14,0,13.34,76.33,10.33,28.09,2009,65556,88,0.63,205,3.26,24.06,29.25,32.39,26.6,1,0,0,Prop. 39 School,medium income
10600000000000_267,0.14,0,90.03,0,0,28.09,2006,65556,55,0.46,42.5,23.5,24.06,29.25,32.39,26.6,1,0,0,Prop. 39 School,medium income
10700000000000_269,0.12,0,91.08,0,8.92,31.17,2003,93398,46.5,0.63,615,22.76,99.16,29.25,39.83,20.65,0,0,0,Control School,medium income
16700000000000_270,0.1,0,47.9,0,82.54,34.95,1997,59024,66,0.47,241,17.59,45.07,42.51,20.5,25.95,1,0,0,Prop. 39 School,medium income
10800000000000_277,0.17,0,100,0,0,31.27,1975,81964,78.5,0.57,241,23.43,103.52,29.25,69.12,24.65,1,0,0,Prop. 39 School,medium income
15600000000000_278,0.13,0,99.92,0,0.08,32.67,1953,97103,83,0.63,1894.5,66.14,158.01,34.44,58.31,37.65,0,0,0,Control School,medium income
15700000000000_282,0.12,0,100,0,0,32.73,1928,70469,84.5,0.47,241,20.12,59.59,27.08,49.45,22.2,1,0,0,Prop. 39 School,medium income
10600000000000_286,0.17,0,100,0,0,33.28,1954,71058,24,0.57,1894.5,17.25,87.57,29.25,64.73,22.65,0,0,0,Control School,medium income
24700000000000_287,0.22,0,100,0,0,28.52,2004,59464,89.5,0.47,1523.5,15.48,126.44,37.03,46.94,15.1,1,0,0,Prop. 39 School,medium income
24700000000000_288,0.22,0,100,0,0,28.52,1956,59464,89.5,0.47,241,15.48,126.44,19.56,46.94,15.1,1,0,0,Prop. 39 School,medium income
39100000000000_292,0.1,0,95.26,0,4.74,31.35,2007,62083,60,0.46,264,56.62,75.18,49.49,56.2,55.6,1,0,0,Prop. 39 School,medium income
1610000000000_297,0.1,5.65,93.79,0,0.56,26.77,1953,68939,88,0.63,161,12.29,75.09,19.56,61,31.4,0,0,0,Control School,medium income
1610000000000_298,0.1,0,100,0,0,28.17,1952,63333,80,0.63,161,10.25,60.29,19.56,40.66,26.15,0,0,0,Control School,medium income
10600000000000_304,0.16,0,100,0,0,29.72,2007,66875,66,0.47,267,16.99,71.87,29.25,56.21,23.85,1,0,0,Prop. 39 School,medium income
48700000000000_309,0.15,0.08,91.83,0,8.09,29.12,1993,99669,35.5,0.63,1523.5,24.46,77.03,57.8,21.24,13.45,0,0,0,Control School,medium income
48700000000000_310,0.18,0,99.76,0,0.24,29.55,1979,74101,39,0.61,1523.5,12.39,14.99,57.8,38.83,14.2,0,0,0,Control School,medium income
43700000000000_314,0.13,0,96.64,0,3.36,29.14,2001,70125,60.5,0.63,241,8.5,39.03,52.82,53.59,22.4,0,0,0,Control School,medium income
44700000000000_316,0.12,0,100,0,0,26.78,1938,72941,94,0.63,1894.5,17.27,56.91,53.65,50.32,26.45,0,0,0,Control School,medium income
54700000000000_320,0.17,0,100,0,0,29.7,1951,65643,95,0.47,55,37.58,66.86,29.25,28.7,25.25,1,0,0,Prop. 39 School,medium income
54700000000000_321,0.17,0,100,0,1.76,29.7,2016,65643,95,0.57,1523.5,37.58,40.53,29.25,55.45,25.25,1,0,0,Prop. 39 School,medium income
10600000000000_322,0.16,0,100,0,0,30.67,1956,66597,90.5,0.63,241,14.89,86.64,29.25,43.3,38.85,0,0,0,Control School,medium income
52700000000000_323,0.2,0,96.09,0,3.91,27.39,1943,65607,77.5,0.63,241,16.71,83.49,60.29,42.46,43.4,0,0,0,Control School,medium income
3740000000000_333,0.19,0.48,71.14,5.28,23.1,28.65,1960,77819,88,0.63,1894.5,5.5,29.01,54.48,34.46,28.1,0,0,0,Control School,medium income
44800000000000_338,0.14,0,96.65,2.56,0.8,25.96,1941,91008,11.5,0.61,653.5,7.35,21.67,53.65,41.28,5.6,0,0,0,Control School,medium income
10700000000000_343,0.16,0,97.94,0,2.06,31.22,1951,76058,81,0.63,1894.5,20.83,139.45,29.25,67.85,31.55,0,0,0,Control School,medium income
10700000000000_344,0.14,0,94.57,0,5.43,31.18,1992,59655,75.5,0.61,929,16.83,99.16,29.25,51.75,32.75,0,0,0,Control School,medium income
10700000000000_346,0.15,0,100,0,0,29.63,1998,91424,46,0.63,241,18.54,99.16,29.25,39.83,12.95,0,0,0,Control School,medium income
44800000000000_351,0.22,1.04,32.17,24.6,42.2,25.85,1999,91008,10,0.63,13,11.7,22.19,53.65,40.47,11.35,0,0,0,Control School,medium income
44700000000000_353,0.13,0,100,0,0,23.91,1954,1e+05,49,0.63,241,11.67,33.7,53.65,34.15,15.9,0,0,0,Control School,medium income
43700000000000_356,0.15,1.46,93.34,0,5.2,28.61,1977,97171,57,0.63,98.5,50.95,59.06,52.82,36.99,22.25,0,0,0,Control School,medium income
31700000000000_360,0.28,0.16,31.82,56.64,11.38,23.92,1995,86984,64,0.61,13,13.26,18.61,42.85,21.75,23.8,1,1,1,Prop. 39 School,medium income
7620000000000_367,0.13,0,98.75,0,1.25,27.8,1951,62471,67,0.47,36,26.42,32.97,21.42,40.84,15.75,1,0,0,Prop. 39 School,medium income
7620000000000_369,0.13,0,42.43,4.18,22.33,27.8,1951,62471,0,0.47,13,26.42,32.97,21.42,40.84,15.75,1,0,0,Prop. 39 School,medium income
23700000000000_372,0.18,0.08,84.54,0,15.38,28.27,1959,68702,59,0.47,23,9,100.53,36.2,37.43,37.3,1,0,0,Prop. 39 School,medium income
23700000000000_373,0.18,0,81.64,0,2.78,28.27,1959,80179,59,0.47,13,9,100.53,36.2,37.43,37.3,1,0,0,Prop. 39 School,medium income
23700000000000_374,0.18,8.98,60.58,11.95,14.07,28.27,1959,109327,59,0.56,205,9,100.53,36.2,37.43,37.3,1,0,0,Prop. 39 School,medium income
23700000000000_379,0.2,0,75.2,0,0,28.03,1929,71065,53.5,0.47,42.5,11.25,100.53,36.2,37.43,34.7,1,0,0,Prop. 39 School,medium income
23700000000000_380,0.21,0,71.44,13.56,15,26.84,1953,92585,64.5,0.47,1523.5,22.75,100.53,36.2,37.43,43.05,1,0,0,Prop. 39 School,medium income
3740000000000_384,0.18,0,60.57,4.61,34.82,28.61,1960,66009,40,0.63,112.5,11.41,60.02,29.25,63.15,25.7,0,0,0,Control School,medium income
31800000000000_387,0.14,0,100,0,0,28.86,1952,78036,30,0.63,161,13.28,47.46,42.85,38.96,11.55,0,0,0,Control School,medium income
43700000000000_388,0.1,0,100,0,0,28.93,2018,99844,10,0.58,13,36.37,58.38,52.82,30.17,13.9,0,0,0,Control School,medium income
44700000000000_390,0.22,0,77.93,18.46,3.61,20.22,1929,92231,44.5,0.63,241,14.06,25.31,53.65,27.52,23.45,0,0,0,Control School,medium income
44700000000000_391,0.14,0,100,0,0,26.24,1977,67224,88,0.63,241,13.04,56.91,53.65,44.73,33.6,0,0,0,Control School,medium income
44700000000000_392,0.12,7.25,76.62,0,0,26.78,1938,72941,94,0.61,13,17.27,56.91,53.65,50.32,26.45,0,0,0,Control School,medium income
44700000000000_394,0.27,6.98,56.79,4.04,32.19,23.23,1949,80417,93,0.61,241,13.61,50.91,39.52,51.63,28.45,0,1,0,Control School,medium income
44700000000000_395,0.13,0,93.2,0,6.8,26.04,1985,94688,87,0.63,241,12.22,56.91,53.65,38.66,36,0,0,0,Control School,medium income
42700000000000_399,0.17,0,98.76,0,0,28.67,1961,67130,89,0.63,220,13.38,41.05,51.99,33.96,20.65,0,0,0,Control School,medium income
42700000000000_401,0.12,0,89.74,0,10.26,28.95,1987,82188,89,0.63,241,22.41,82.18,51.99,40.73,20.3,0,0,0,Control School,medium income
42700000000000_402,0.12,0,96.81,0,3.19,28.79,1952,73824,19,0.57,241,10,82.18,51.99,40.38,22.1,0,0,0,Control School,medium income
42700000000000_405,0.12,0,98.14,0,1.86,28.54,1962,64085,93,0.63,241,22.41,53.87,51.99,36.24,17.4,0,0,0,Control School,medium income
58700000000000_410,0.21,0.86,93.68,0,5.46,28.2,1954,62273,19,0.47,14.5,5,35.41,65.28,41.92,20.5,1,0,0,Prop. 39 School,medium income
6620000000000_421,0.14,2.33,97.67,0,0,28.21,1998,77596,68,0.63,241,2.74,57.55,19.56,55.35,10.3,0,0,0,Control School,medium income
6620000000000_422,0.15,3.38,96.62,0,0,28.76,1994,77596,89,0.61,13,4.34,27.09,34.44,39.8,15.8,0,0,0,Control School,medium income
15600000000000_425,0.06,0,100,0,0,33.83,1986,72949,78,0.58,13,16.63,75.37,27.08,43.01,64.85,0,0,0,Control School,medium income
15600000000000_427,0.12,0,100,0,0,32.99,1994,91989,74.5,0.63,1894.5,72.26,55.67,27.08,54.97,19,0,0,0,Control School,medium income
15600000000000_429,0.17,0,100,0,0,30.7,1971,78958,95.5,0.61,1894.5,4.13,45.4,27.08,54.21,62.7,0,0,0,Control School,medium income
15600000000000_431,0.12,0,100,0,0,33.8,1957,69563,94,0.63,578.5,71.15,79.48,27.08,40.74,22.85,0,0,0,Control School,medium income
15600000000000_433,0.14,0,100,0,0,32.7,1938,78300,86,0.61,83,81.76,74.17,27.08,36.85,29.95,0,0,0,Control School,medium income
15600000000000_434,0.14,0,100,0,0,32.7,1938,78300,86,0.63,271.5,81.76,74.17,27.08,36.85,29.95,0,0,0,Control School,medium income
15600000000000_437,0.12,0,94.99,0,1.67,32.99,1994,91989,74.5,0.63,1894.5,72.26,55.67,27.08,54.97,19,0,0,0,Control School,medium income
10700000000000_442,0.14,0,99.3,0,0.7,31.08,1967,66055,85.5,0.63,1894.5,34.13,54.61,29.25,50.9,18,0,0,0,Control School,medium income
10600000000000_447,0.19,0,100,0,0,28.83,1999,71925,85,0.57,183,15.63,66.02,29.25,46.44,73.75,0,0,0,Control School,medium income
10600000000000_451,0.15,0.72,99.28,0,0,30.7,1970,92056,70,0.63,16,18.12,86.38,29.25,49.24,28.85,0,0,0,Control School,medium income
10600000000000_453,0.14,0,99.92,0,0.08,31.55,1959,59097,94,0.63,241,54.76,117.63,29.25,48.14,42.55,0,0,0,Control School,medium income
10600000000000_454,0.13,0,100,0,0,31.45,1954,59097,93.5,0.63,199,16.79,117.63,29.25,48.14,39.3,0,0,0,Control School,medium income
10600000000000_456,0.17,0,100,0,0,28.39,1958,82961,81.5,0.63,38.5,20.58,71.79,29.25,40.24,30.05,0,0,0,Control School,medium income
10600000000000_457,0.18,0,100,0,0,28.23,1958,82961,81.5,0.63,38.5,20.58,71.79,29.25,40.24,30.05,0,0,0,Control School,medium income
10600000000000_461,0.14,0,99.57,0,0.43,30.61,1955,79886,93.5,0.63,1894.5,22.27,132.71,29.25,52.8,50.2,0,0,0,Control School,medium income
10600000000000_465,0.13,0,100,0,0,30.67,1962,63616,91,0.63,645,17.53,80.43,29.25,50.13,35.8,0,0,0,Control School,medium income
10600000000000_467,0.12,16.28,83.72,0,0,30.86,1960,65450,90.5,0.61,38.5,13.51,131.86,29.25,54.69,37.65,0,0,0,Control School,medium income
10600000000000_468,0.15,1.7,97.01,0,1.29,29.39,1963,74219,76.5,0.63,161,27.55,63.8,29.25,39.64,38.65,0,0,0,Control School,medium income
10600000000000_469,0.14,0.81,98.21,0,0.98,31.14,1972,82292,82,0.61,1894.5,15.95,86.38,29.25,49.24,30.3,0,0,0,Control School,medium income
10600000000000_470,0.14,0,99.87,0,0.13,31.17,1968,76204,87,0.63,16,20.19,86.38,29.25,49.24,30.9,0,0,0,Control School,medium income
10600000000000_472,0.12,0,100,0,0,31.08,1960,88241,94.5,0.63,1523.5,21.21,107.23,29.25,47.72,42.15,0,0,0,Control School,medium income
10600000000000_474,0.18,0,100,0,0,28.42,1958,82961,68,0.63,241,16.83,81.36,29.25,42.66,20.85,0,0,0,Control School,medium income
10600000000000_488,0.13,1.61,78.38,0,20.02,31.8,2000,81859,89.5,0.63,16,23.92,54.65,29.25,42.53,27.85,0,0,0,Control School,medium income
10600000000000_489,0.12,0,97.91,0,2.09,32.48,1994,74688,84.5,0.63,1894.5,25.11,82.06,29.25,56.02,27.55,0,0,0,Control School,medium income
10600000000000_497,0.16,0,100,0,0,29.52,1922,63250,89.5,0.63,27.5,61.58,95.32,29.25,40.79,38.65,0,0,0,Control School,medium income
10600000000000_503,0.17,0,100,0,0,29.01,1940,79659,53.5,0.63,241,14.86,81.36,29.25,42.66,14.9,0,0,0,Control School,medium income
15600000000000_505,0.18,0,100,0,0,30.41,2005,72689,78.5,0.63,183,30.44,45.4,27.08,54.21,43.05,0,0,0,Control School,medium income
39700000000000_508,0.25,0,100,0,0,26.96,1993,75750,54.5,0.61,241,9.69,50.58,49.49,54.71,8.2,0,1,0,Control School,medium income
44700000000000_509,0.23,2.23,77.33,10.74,9.71,23.83,1993,93419,23.5,0.63,13,2.65,21.54,53.65,29.13,15.7,0,0,0,Control School,medium income
44700000000000_510,0.23,2.59,100,8.15,0,23.83,2010,93419,19,0.57,241,9.65,21.54,53.65,29.13,11.6,0,0,0,Control School,medium income
39700000000000_511,0.14,0,100,0,0,30.36,1952,73953,41,0.63,271.5,17.13,38.23,49.49,57.4,5.75,0,0,0,Control School,medium income
50800000000000_513,0.15,6.27,93.33,0,0.4,30.97,1950,70268,49,0.56,1894.5,12.98,38.91,34.44,46.37,21.15,0,0,0,Control School,medium income
39700000000000_514,0.17,0,98.9,0,1.1,29.92,2010,98333,60,0.61,241,17.07,36.89,49.49,29.86,7.1,0,0,0,Control School,medium income
39700000000000_516,0.24,0,99.41,0,0.59,26.61,1959,83932,80,0.63,241,11.71,40.7,49.49,46.78,37.9,0,1,0,Control School,medium income
39700000000000_520,0.14,0,100,0,0,29.33,1991,86489,75,0.63,464,56.62,81.55,49.49,35.9,26,0,0,0,Control School,medium income
39700000000000_521,0.14,0,100,0,0,29.58,1991,61797,62.5,0.57,23,8.75,56.7,49.49,31.06,69.95,0,0,0,Control School,medium income
39700000000000_522,0.2,0,80.13,0,19.88,28.78,1949,74709,67.5,0.63,85.5,9.6,41.9,49.49,40.13,25.2,0,0,0,Control School,medium income
39700000000000_523,0.16,0,100,0,0,28.98,1989,85789,80.5,0.63,241,16.55,59.29,49.49,41.99,43,0,0,0,Control School,medium income
19648100000000_3557,0.06,0,100,0,0,42.78,2005,58893,68,0.63,241,9.4,45.38,34.92,68.16,41.95,0,0,0,Control School,medium income
14632700000000_2180,0.08,0.56,47.17,0,52.27,47.55,1962,73259,5,0.57,199,97,35.83,29.34,48.7,13.45,0,0,0,Control School,medium income
19642100000000_2266,0.08,0,100,0,0,40.1,1991,63333,71,0.57,1894.5,2.38,54.67,34.92,64.7,88.9,0,0,0,Control School,medium income
36738600000000_2310,0.08,0,42.34,0,57.66,43.49,2010,68000,73,0.63,112.5,19.3,48.81,34.44,46.89,30.5,0,0,0,Control School,medium income
36678800000000_608,0.09,0,87.58,0,12.42,40.35,2015,73175,88,0.63,241,12.46,54.01,34.44,47.95,35.95,0,0,0,Control School,medium income
56724600000000_1301,0.09,5.22,94.21,0,0.57,26.3,2000,88859,88,0.63,271.5,7.42,41.57,26.69,46.95,15.2,0,0,0,Control School,medium income
36676100000000_2018,0.09,0,87.99,0,12.01,42.67,1990,59385,64,0.63,464,11,202.56,34.44,49.06,52.4,0,0,0,Control School,medium income
36678900000000_2131,0.09,0,56.69,0,43.31,44.91,2005,69926,80,0.61,36,13.96,47.22,34.44,42.47,15.8,0,0,0,Control School,medium income
19642100000000_2156,0.09,0,99.84,0,0.16,40.1,1991,63333,71,0.57,241,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2167,0.09,0,98.1,0,0,40.1,1991,63333,71,0.57,112.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2197,0.09,0,100,0,0,40.1,1991,63333,71,0.57,112.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2205,0.09,0,99.89,0,1.25,40.1,1991,63333,71,0.56,112.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2206,0.09,1.03,100,0,1.11,40.1,1991,63333,71,0.57,112.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2215,0.09,0,100,0,0.3,40.1,1991,63333,71,0.56,336,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2262,0.09,0,100,0,0,40.1,1991,63333,71,0.56,278.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2263,0.09,0,100,0,0,40.1,1991,63333,71,0.57,112.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2264,0.09,0,96.2,0,1.24,40.1,1991,63333,71,0.56,27.5,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2265,0.09,0,100,0,1.42,40.1,1991,63333,71,0.57,145,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
19642100000000_2267,0.09,0,77.07,0,0,40.1,1991,63333,71,0.63,615,2.38,38.96,34.92,57.22,88.9,0,0,0,Control School,medium income
36678800000000_2687,0.09,0,99.13,0,0.87,41.54,2009,66000,88,0.63,16,13.39,75.77,34.44,64.97,30.3,0,0,0,Control School,medium income
36679200000000_3712,0.09,0,92.21,0,7.79,41.42,2007,100368,95,0.63,220,17.59,70.58,34.44,38.81,15.8,0,0,0,Control School,medium income
36738900000000_324,0.1,0,47.94,0,52.06,43.23,1978,59385,82,0.63,129,2.66,202.56,34.44,49.06,82.95,0,0,0,Control School,medium income
36738900000000_325,0.1,0,65.49,0,0,43.23,1978,68105,82,0.63,13,2.66,202.56,34.44,49.06,82.95,0,0,0,Control School,medium income
36676100000000_344,0.1,0,95.03,0,4.97,42.66,1954,64625,64,0.63,1523.5,13.5,202.56,34.44,48.03,49.85,0,0,0,Control School,medium income
36676100000000_592,0.1,0,72.06,0,27.94,41.28,1965,68105,64,0.57,14.5,17,202.56,34.44,31.43,66.2,0,0,0,Control School,medium income
36676100000000_593,0.1,0,16.17,0,83.83,41.72,1965,68105,64,0.63,241,17,202.56,34.44,31.43,66.2,0,0,0,Control School,medium income
36677100000000_1262,0.1,0,99.28,0,0.72,39.08,1999,81719,82,0.63,241,71.04,48.82,34.44,47.97,22,0,0,0,Control School,medium income
36677100000000_1263,0.1,0,100,0,1.43,39.08,1999,81719,82,0.63,85.5,71.04,48.82,34.44,47.97,22,0,0,0,Control School,medium income
33670600000000_1445,0.1,0,79.71,0,20.29,46.09,1996,84318,91,0.61,241,16.75,24.75,31.72,29.8,24.7,0,0,0,Control School,medium income
36738900000000_2223,0.1,0,26.64,0,73.36,43.49,1993,68105,82,0.63,129,13.5,202.56,34.44,49.06,23.6,0,0,0,Control School,medium income
36677800000000_2370,0.1,0,78.57,0,21.43,41.06,2011,59603,84,0.57,241,13.28,104.07,34.44,30.21,92.15,0,0,0,Control School,medium income
36678300000000_2712,0.1,0,44.44,0,55.56,42.47,1991,63977,85,0.63,16,4.05,84.73,34.44,34.8,46.85,0,0,0,Control School,medium income
30103100000000_503,0.11,0,100,0,0,40.77,2015,62083,83,0.63,38.5,7.33,34.18,22.48,63.09,17.4,0,0,0,Control School,medium income
30103100000000_504,0.11,0,100,0,0,40.77,2015,62083,83,0.63,645,7.33,34.18,22.48,63.09,26.5,0,0,0,Control School,medium income
30103100000000_505,0.11,0,100,0,4.36,40.77,2015,62083,83,0.63,241,7.33,34.18,22.48,63.09,24.4,0,0,0,Control School,medium income
30103100000000_512,0.11,0,100,0,0,40.77,2015,62083,83,0.63,241,7.33,34.18,22.48,63.09,29.2,0,0,0,Control School,medium income
30103100000000_513,0.11,0,100,0,0,40.7,2015,62083,83,0.63,645,7.33,34.18,22.48,63.09,21.3,0,0,0,Control School,medium income
30103100000000_519,0.11,0,100,0,28.8,40.77,2015,62083,83,0.63,142.5,7.33,34.18,22.48,63.09,27.25,0,0,0,Control School,medium income
30103100000000_520,0.11,0,100,0,0,40.77,2015,62083,83,0.63,98.5,7.33,34.18,22.48,63.09,34,0,0,0,Control School,medium income
36676100000000_591,0.11,0,77.82,0,22.18,42.41,1965,64625,64,0.56,241,17,202.56,34.44,31.43,66.2,0,0,0,Control School,medium income
36676100000000_594,0.11,0,32.03,0.88,59.94,42.41,1965,64625,64,0.63,1523.5,17,202.56,34.44,31.43,66.2,0,0,0,Control School,medium income
36675900000000_3388,0.11,0,47.72,0,19.17,44.02,2013,97750,91,0.63,205,2.75,97.5,34.44,36.23,27.2,0,0,0,Control School,medium income
36677800000000_3500,0.11,0,33.28,0,66.72,43.91,1950,66538,84,0.63,55,17.72,36.78,34.44,24.04,22.25,0,0,0,Control School,medium income
36677800000000_3501,0.11,0,58.93,0,41.07,44.01,2004,93767,84,0.63,13,25.35,36.78,34.44,18.04,33.2,0,0,0,Control School,medium income
36675900000000_33,0.12,0,80.69,0,19.31,45.23,1990,79821,91,0.63,205,7.51,97.5,34.44,36.23,59.8,0,0,0,Control School,medium income
36675900000000_36,0.12,0,97.36,0,8.15,45.1,1990,64737,91,0.58,241,7.51,97.5,34.44,36.23,59.8,0,0,0,Control School,medium income
30103100000000_502,0.12,0,99.52,0,0.48,40.86,2015,62083,83,0.63,645,7.33,34.18,22.48,63.09,32.25,0,0,0,Control School,medium income
30103100000000_511,0.12,0,100,0,1.15,40.86,2015,62083,83,0.63,1894.5,7.33,34.18,22.48,63.09,10.45,0,0,0,Control School,medium income
30103100000000_514,0.12,0,98.8,0,0,40.86,2015,62083,83,0.63,1523.5,7.33,34.18,22.48,63.09,9.8,0,0,0,Control School,medium income
30103100000000_515,0.12,0,98,0,1.33,40.86,2015,62083,83,0.63,241,7.33,34.18,22.48,63.09,22,0,0,0,Control School,medium income
30103100000000_516,0.12,0,88.33,0,0,40.86,2015,62083,83,0.63,15,7.33,34.18,22.48,63.09,27.75,0,0,0,Control School,medium income
30103100000000_517,0.12,0,98.72,0,3.1,40.86,2015,62083,83,0.63,161,7.33,34.18,22.48,63.09,13.85,0,0,0,Control School,medium income
30103100000000_518,0.12,5.28,98.19,0,0,40.86,2015,62083,83,0.63,112.5,7.33,34.18,22.48,63.09,20.5,0,0,0,Control School,medium income
30103100000000_521,0.12,0,100,0,23.1,40.86,2015,62083,83,0.63,1894.5,7.33,34.18,22.48,63.09,13.8,0,0,0,Control School,medium income
30103100000000_522,0.12,0,100,0,0,40.86,2015,62083,83,0.61,27.5,7.33,34.18,22.48,63.09,20.05,0,0,0,Control School,medium income
30103100000000_523,0.12,0,99.59,0,0,40.86,2015,62083,83,0.63,645,7.33,34.18,22.48,63.09,24.35,0,0,0,Control School,medium income
