School_ID,Year_built,NDVI_median,Land_Surface_Temp,Diversity_Index,retrofit,Chronic_Absenteeism,Median_income_BG,income,School_Type
15600000000000_426,1967,0.12,33.05,0.56,0,63.85,13780,low income,Control
33671200000000_3336,1967,0.22,38.41,0.47,0,31.1,51941,low income,Control
19645500000000_2931,1967,0.3,38.34,0.63,0,12.1,54924,low income,Control
10700000000000_442,1967,0.14,31.08,0.63,0,18,66055,medium income,Control
19753400000000_2478,1967,0.19,35.48,0.57,0,64.05,67401,medium income,Control
19648100000000_3677,1967,0.21,40.08,0.63,0,14.35,89048,medium income,Control
36678800000000_2942,1967,0.22,40.41,0.61,0,9.4,62083,medium income,Control
19648400000000_2134,1967,0.23,38.83,0.63,0,20.85,77273,medium income,Control
42767900000000_814,1967,0.24,35.3,0.63,0,11.9,94171,medium income,Control
19647700000000_2495,1967,0.26,37.91,0.63,0,6.9,87710,medium income,Control
30666100000000_3273,1967,0.27,35.48,0.57,0,16.35,71857,medium income,Control
19647200000000_1652,1967,0.28,38.14,0.63,0,23.25,67305,medium income,Control
56737600000000_501,1967,0.33,37.49,0.61,0,12.85,101250,medium income,Control
19734600000000_3656,1967,0.26,38.39,0.63,0,5.9,103750,medium income,Control
29700000000000_20,1967,0.23,26.23,0.56,1,28.85,139143,high income,Prop. 39
19734500000000_3782,1967,0.28,38.66,0.63,1,24,115524,high income,Prop. 39
19734500000000_3783,1967,0.28,38.66,0.63,1,24,115524,high income,Prop. 39
19734500000000_3784,1967,0.29,37.47,0.61,1,24,115524,high income,Prop. 39
33751900000000_3408,1967,0.34,36.6,0.63,1,18.3,117963,high income,Prop. 39
10600000000000_256,1967,0.11,29.96,0.47,1,17.5,49107,low income,Prop. 39
19647300000000_3427,1967,0.17,41.45,0.47,1,31.4,37361,low income,Prop. 39
19650600000000_3190,1967,0.21,36.97,0.47,1,67.6,46563,low income,Prop. 39
54719900000000_3679,1967,0.27,38.95,0.63,1,18.6,44219,low income,Prop. 39
19647300000000_190,1967,0.21,38.29,0.47,1,69.1,95000,medium income,Prop. 39
19645000000000_3759,1967,0.24,39.26,0.63,1,9.2,59250,medium income,Prop. 39
36678500000000_3815,1967,0.27,39.95,0.63,1,27.25,61439,medium income,Prop. 39
16639200000000_2014,1967,0.33,38.8,0.63,1,32.65,85536,medium income,Prop. 39
41700000000000_220,1968,0.16,25.46,0.61,0,10.35,179000,high income,Control
1750000000000_242,1968,0.11,29.42,0.56,0,67.65,125750,high income,Control
30666500000000_882,1968,0.14,40.15,0.56,0,84.25,111471,high income,Control
30666500000000_881,1968,0.19,39.15,0.47,0,84.25,111471,high income,Control
30666500000000_883,1968,0.19,39.15,0.57,0,84.25,111471,high income,Control
30665500000000_874,1968,0.23,32.61,0.63,0,11.15,190429,high income,Control
30666500000000_277,1968,0.27,39.03,0.63,0,3.25,127241,high income,Control
30666500000000_495,1968,0.28,38.03,0.63,0,6.55,112413,high income,Control
19648700000000_3252,1968,0.33,36.1,0.63,0,2.75,155994,high income,Control
19650300000000_3266,1968,0.35,37.1,0.61,0,3.5,117963,high income,Control
19648700000000_1979,1968,0.44,33.11,0.63,0,8.45,250000,high income,Control
36676100000000_3247,1968,0.11,43.05,0.63,0,40.65,53281,low income,Control
10600000000000_470,1968,0.14,31.17,0.63,0,30.9,76204,medium income,Control
19648400000000_2574,1968,0.21,40.09,0.63,0,20.85,60595,medium income,Control
19734400000000_648,1968,0.23,40.1,0.63,0,23.85,60600,medium income,Control
19650000000000_927,1968,0.24,42.22,0.63,0,7.2,96215,medium income,Control
19650000000000_928,1968,0.24,42.22,0.63,0,7.2,96215,medium income,Control
36750700000000_3551,1968,0.28,37.49,0.63,0,34,63824,medium income,Control
36678800000000_934,1968,0.29,38.03,0.63,0,39.5,76797,medium income,Control
19645000000000_3193,1968,0.16,40.95,0.47,1,21.8,25990,low income,Prop. 39
19651400000000_352,1968,0.27,41.85,0.56,1,15.25,52228,low income,Prop. 39
30736400000000_2427,1968,0.22,39.42,0.47,1,29.4,73125,medium income,Prop. 39
30736400000000_3643,1968,0.29,39.45,0.63,1,20,79750,medium income,Prop. 39
43700000000000_76,1969,0.11,28.84,0.63,0,8.4,142957,high income,Control
44700000000000_396,1969,0.23,19.21,0.63,0,19.65,136709,high income,Control
30664600000000_1158,1969,0.25,38.03,0.63,0,11.7,122679,high income,Control
30666500000000_1138,1969,0.28,38.95,0.63,0,4.15,143021,high income,Control
56737600000000_146,1969,0.31,37.9,0.63,0,5.75,125114,high income,Control
42692000000000_266,1969,0.34,35.72,0.61,0,12.3,119300,high income,Control
19642100000000_412,1969,0.13,38.22,0.63,0,2.95,33313,low income,Control
19734400000000_3015,1969,0.22,40.17,0.63,0,29.1,44413,low income,Control
19642900000000_3224,1969,0.22,39.23,0.61,0,20.35,23750,low income,Control
54720700000000_2491,1969,0.25,40.05,0.43,0,26.45,29299,low income,Control
19642100000000_413,1969,0.13,38.22,0.63,0,2.95,72857,medium income,Control
36677100000000_1744,1969,0.24,39.66,0.63,0,33.1,72361,medium income,Control
33751800000000_1810,1969,0.24,41.1,0.63,0,39.5,66503,medium income,Control
19643800000000_396,1969,0.25,39.2,0.63,0,23.05,82125,medium income,Control
19649200000000_2236,1969,0.25,34.82,0.56,0,2.8,85052,medium income,Control
19647900000000_2016,1969,0.29,39.11,0.63,0,19.85,72411,medium income,Control
42692500000000_2050,1969,0.54,29.84,0.47,0,8.1,91835,medium income,Control
10600000000000_57,1969,0.14,29.39,0.47,1,22.45,111719,high income,Prop. 39
10600000000000_58,1969,0.12,29.9,0.47,1,19.5,50438,low income,Prop. 39
10600000000000_59,1969,0.13,30.26,0.47,1,19.5,50438,low income,Prop. 39
19734500000000_1598,1969,0.24,38.34,0.61,1,25.5,74583,medium income,Prop. 39
19647300000000_1194,1969,0.25,38.26,0.61,1,36.55,88875,medium income,Prop. 39
19643300000000_1752,1969,0.27,37.54,0.63,1,11.25,90179,medium income,Prop. 39
19647300000000_1779,1969,0.31,35.91,0.63,1,15.1,69542,medium income,Prop. 39
36676800000000_300,1969,0.22,38.47,0.43,1,44.75,102375,medium income,Prop. 39
30666100000000_3642,1970,0.23,36.67,0.61,0,15.45,111250,high income,Control
19648700000000_3628,1970,0.35,32.74,0.61,0,5.4,152568,high income,Control
30736500000000_3488,1970,0.38,35.42,0.63,0,9.65,145000,high income,Control
19649600000000_1333,1970,0.43,33.98,0.63,0,1.9,198625,high income,Control
1610000000000_112,1970,0.07,28.52,0.56,0,63.15,31292,low income,Control
19642900000000_3468,1970,0.21,39.17,0.63,0,27.75,54042,low income,Control
54722600000000_2918,1970,0.28,37.77,0.61,0,17.85,27375,low income,Control
4610000000000_89,1970,0.18,28.82,0.61,0,34,84485,medium income,Control
10600000000000_451,1970,0.15,30.7,0.63,0,28.85,92056,medium income,Control
36677100000000_611,1970,0.24,39.51,0.63,0,29.05,82083,medium income,Control
30736430000000_779,1970,0.24,38.6,0.56,0,10.8,72917,medium income,Control
30665200000000_1090,1970,0.24,36.67,0.63,0,8.35,58802,medium income,Control
19647900000000_2274,1970,0.25,39.3,0.63,0,12.55,58657,medium income,Control
19647700000000_3804,1970,0.25,38.33,0.63,0,30.9,77383,medium income,Control
19648700000000_1300,1970,0.26,37.72,0.57,0,22.3,73289,medium income,Control
56737600000000_1844,1970,0.31,36.03,0.56,0,21.2,70648,medium income,Control
19644850000000_792,1970,0.36,36.86,0.63,0,16.45,74000,medium income,Control
4610000000000_198,1970,0.23,26.33,0.63,0,15.65,106396,medium income,Control
15600000000000_435,1970,0.13,32.99,0.61,0,26.15,105960,medium income,Control
15600000000000_439,1970,0.13,32.99,0.63,0,26.15,105960,medium income,Control
1610000000000_419,1970,0.14,30.45,0.57,1,15.85,112000,high income,Prop. 39
19647300000000_1470,1970,0.09,36.95,0.47,1,36.05,47868,low income,Prop. 39
15633900000000_2322,1970,0.36,35.56,0.61,1,15.5,55125,low income,Prop. 39
19734600000000_3655,1971,0.17,39.97,0.63,0,4.7,153000,high income,Control
42692000000000_916,1971,0.3,35.83,0.63,0,12.8,163500,high income,Control
30736500000000_3521,1971,0.34,34.89,0.63,0,9.6,111607,high income,Control
30736500000000_3522,1971,0.34,34.89,0.63,0,9.6,117963,high income,Control
30736500000000_3523,1971,0.34,34.89,0.63,0,9.6,117963,high income,Control
30736500000000_3526,1971,0.34,34.89,0.63,0,9.6,153494,high income,Control
30736500000000_3528,1971,0.34,34.95,0.63,0,9.6,112344,high income,Control
30736500000000_3529,1971,0.34,34.95,0.61,0,9.6,117963,high income,Control
30736500000000_3531,1971,0.34,34.95,0.63,0,9.6,171333,high income,Control
30736500000000_3532,1971,0.34,34.89,0.63,0,9.6,112344,high income,Control
30736500000000_3534,1971,0.34,34.89,0.63,0,9.6,160438,high income,Control
30736500000000_3533,1971,0.35,34.65,0.61,0,9.6,136336,high income,Control
42692500000000_2052,1971,0.54,29.84,0.63,0,8.1,211860,high income,Control
19649070000000_714,1971,0.12,38.77,0.47,0,30.2,32000,low income,Control
19645300000000_3289,1971,0.26,39.3,0.61,0,14.85,52250,low income,Control
19645300000000_3269,1971,0.28,39.9,0.57,0,26.8,14673,low income,Control
54721800000000_3340,1971,0.47,34.79,0.63,0,34.35,51500,low income,Control
15600000000000_429,1971,0.17,30.7,0.61,0,62.7,78958,medium income,Control
30664600000000_1804,1971,0.16,38.64,0.58,0,29.3,64621,medium income,Control
19642900000000_448,1971,0.24,39.89,0.61,0,22.3,62083,medium income,Control
36678800000000_321,1971,0.27,39.26,0.63,0,26.3,65560,medium income,Control
19650400000000_2474,1971,0.31,37.53,0.63,0,55.1,64602,medium income,Control
19651100000000_745,1971,0.32,38.7,0.63,0,23.7,86583,medium income,Control
30736500000000_3520,1971,0.34,34.95,0.63,0,9.6,105768,medium income,Control
30736500000000_3524,1971,0.34,34.95,0.63,0,9.6,105768,medium income,Control
30736500000000_3525,1971,0.34,34.89,0.61,0,9.6,108500,medium income,Control
30736500000000_3527,1971,0.34,34.95,0.63,0,9.6,105768,medium income,Control
30736500000000_3530,1971,0.34,34.89,0.47,0,9.6,89398,medium income,Control
30736500000000_3535,1971,0.42,35.27,0.46,0,9.6,79167,medium income,Control
43700000000000_71,1971,0.15,27.27,0.57,0,11.25,101635,medium income,Control
30665100000000_3475,1971,0.28,36.9,0.63,0,4.6,108833,medium income,Control
19734600000000_613,1971,0.29,38.17,0.63,0,3.95,109318,medium income,Control
33751900000000_3401,1971,0.34,36.6,0.63,1,18.3,117963,high income,Prop. 39
19646600000000_2732,1971,0.5,31.53,0.63,1,4.3,250000,high income,Prop. 39
54700000000000_319,1971,0.17,29.39,0.47,1,19.45,52688,low income,Prop. 39
19643300000000_1169,1971,0.24,37.86,0.61,1,22.3,97431,medium income,Prop. 39
19643300000000_1177,1971,0.25,37.7,0.63,1,22.3,97431,medium income,Prop. 39
54719900000000_1708,1971,0.4,36.94,0.63,1,9.65,72083,medium income,Prop. 39
56726000000000_150,1972,0.27,40.45,0.61,0,19.55,131375,high income,Control
30736500000000_2895,1972,0.36,36.41,0.63,0,7,112014,high income,Control
30736500000000_2894,1972,0.39,35.16,0.61,0,7,117963,high income,Control
19648100000000_2465,1972,0.16,40.8,0.63,0,8.35,47850,low income,Control
10600000000000_469,1972,0.14,31.14,0.61,0,30.3,82292,medium income,Control
54722600000000_637,1972,0.16,41.53,0.63,0,18.8,103906,medium income,Control
54722300000000_1712,1972,0.18,41.36,0.57,0,30.5,58910,medium income,Control
19648400000000_2590,1972,0.23,38.64,0.63,0,29.5,76083,medium income,Control
30666500000000_3460,1972,0.23,40.3,0.47,0,19.85,66365,medium income,Control
19642600000000_1010,1972,0.28,38.59,0.63,0,4.25,72955,medium income,Control
19646800000000_1799,1972,0.3,40.59,0.56,0,14.1,58947,medium income,Control
30736500000000_2893,1972,0.43,34.66,0.47,0,7,79167,medium income,Control
30665200000000_2328,1972,0.24,37.64,0.63,0,24.45,105179,medium income,Control
30666100000000_3725,1972,0.24,36.14,0.63,0,27.45,107212,medium income,Control
36676800000000_805,1972,0.27,37.61,0.63,1,22.35,122660,high income,Prop. 39
33670300000000_1494,1972,0.27,36.58,0.63,1,27.45,43289,low income,Prop. 39
33670300000000_1495,1972,0.27,36.58,0.63,1,27.45,43289,low income,Prop. 39
33670300000000_1496,1972,0.27,36.58,0.63,1,27.45,43289,low income,Prop. 39
19647300000000_3295,1972,0.13,38.4,0.56,1,39.5,94519,medium income,Prop. 39
19643300000000_1429,1972,0.23,37.36,0.43,1,15.55,71065,medium income,Prop. 39
41700000000000_225,1973,0.06,26.9,0.63,0,12.85,141157,high income,Control
7620000000000_361,1973,0.16,27.24,0.63,0,8.5,159896,high income,Control
42692000000000_880,1973,0.37,33.78,0.61,0,11.5,133137,high income,Control
10600000000000_485,1973,0.15,30.9,0.63,0,27.75,18942,low income,Control
10600000000000_498,1973,0.14,31.2,0.63,0,38.9,39196,low income,Control
36750700000000_3544,1973,0.29,37.21,0.63,0,21.3,43491,low income,Control
4610000000000_84,1973,0.19,27.92,0.43,0,21.55,67148,medium income,Control
30665300000000_964,1973,0.26,33.73,0.63,0,17.9,102054,medium income,Control
19649600000000_3103,1973,0.4,35.97,0.58,0,1,91835,medium income,Control
19643300000000_1425,1973,0.22,37.22,0.47,1,15.55,71065,medium income,Prop. 39
14633100000000_3051,1973,0.52,30.09,0.63,1,18.1,69327,medium income,Prop. 39
36677000000000_966,1974,0.28,37.98,0.61,0,11.6,130821,high income,Control
30736500000000_603,1974,0.31,36.08,0.63,0,17.95,185417,high income,Control
36678700000000_1887,1974,0.55,30.78,0.61,0,28.8,117963,high income,Control
56724600000000_1323,1974,0.27,33.78,0.63,0,29.85,53863,low income,Control
54722560000000_797,1974,0.29,37.61,0.57,0,27.85,49216,low income,Control
30736500000000_526,1974,0.26,37.98,0.58,0,8.3,98250,medium income,Control
30666500000000_1493,1974,0.26,37.84,0.63,0,20.45,76020,medium income,Control
36750700000000_3554,1974,0.29,37.14,0.61,0,24.15,76935,medium income,Control
19643300000000_57,1974,0.29,36.74,0.63,1,21.65,112083,high income,Prop. 39
19734500000000_82,1974,0.27,40.21,0.61,1,10,48458,low income,Prop. 39
19647300000000_2832,1974,0.16,38.36,0.47,1,24.75,67045,medium income,Prop. 39
56725500000000_2719,1974,0.39,31.33,0.58,1,18.65,85156,medium income,Prop. 39
43700000000000_16,1975,0.12,28.48,0.63,0,14.1,148385,high income,Control
43700000000000_130,1975,0.11,28.74,0.63,0,16.35,129904,high income,Control
43700000000000_158,1975,0.12,28.55,0.63,0,22.95,170405,high income,Control
30647700000000_1928,1975,0.26,38.11,0.63,0,2.5,118125,high income,Control
19649200000000_2318,1975,0.26,34.45,0.63,0,4.7,198854,high income,Control
56737600000000_1135,1975,0.31,38.1,0.63,0,27.55,147656,high income,Control
19646800000000_323,1975,0.41,36.4,0.63,0,9.7,184853,high income,Control
19642500000000_642,1975,0.2,41.1,0.47,1,72.8,47083,low income,Prop. 39
10800000000000_277,1975,0.17,31.27,0.57,1,24.65,81964,medium income,Prop. 39
16639200000000_2011,1975,0.32,38.95,0.63,1,32.65,84583,medium income,Prop. 39
7620000000000_179,1976,0.16,27.08,0.56,0,17.7,111891,high income,Control
30736500000000_1203,1976,0.28,39.51,0.63,0,16.75,174353,high income,Control
19648320000000_756,1976,0.32,40.16,0.63,0,13.05,128603,high income,Control
30665100000000_15,1976,0.36,36.64,0.63,0,3,148472,high income,Control
28700000000000_139,1976,0.17,27.52,0.63,0,28.6,55938,low income,Control
19647700000000_3760,1976,0.21,39.08,0.47,0,28.3,14602,low income,Control
36677100000000_61,1976,0.22,38.89,0.63,0,29.4,55880,low income,Control
36678760000000_746,1976,0.22,39.77,0.47,0,34.1,34803,low income,Control
19649800000000_871,1976,0.14,33.96,0.63,0,14.35,65987,medium income,Control
36677100000000_46,1976,0.22,40.28,0.61,0,26.65,80396,medium income,Control
36677100000000_60,1976,0.24,39.34,0.63,0,27.6,72277,medium income,Control
30736500000000_192,1976,0.27,36.96,0.63,0,8.15,71250,medium income,Control
19734600000000_436,1976,0.3,38.22,0.61,0,3.8,90357,medium income,Control
30736500000000_3589,1976,0.3,38.91,0.57,0,8.2,101696,medium income,Control
10600000000000_64,1976,0.16,29.8,0.47,1,16.95,132788,high income,Prop. 39
19647300000000_81,1976,0.18,37.61,0.47,1,36.15,35750,low income,Prop. 39
36676800000000_52,1976,0.27,38.23,0.63,1,27.1,69959,medium income,Prop. 39
30736500000000_254,1977,0.38,34.73,0.63,0,9.6,161875,high income,Control
36679180000000_692,1977,0.14,41.53,0.47,0,34.55,26554,low income,Control
19648400000000_1773,1977,0.2,39.14,0.63,0,10.7,46383,low income,Control
19648100000000_1063,1977,0.21,40.61,0.57,0,29.1,29564,low income,Control
43700000000000_356,1977,0.15,28.61,0.63,0,22.25,97171,medium income,Control
44700000000000_391,1977,0.14,26.24,0.63,0,33.6,67224,medium income,Control
56726000000000_2523,1977,0.27,40.05,0.63,0,10.2,67768,medium income,Control
30736500000000_624,1977,0.31,38.77,0.56,0,12.4,101696,medium income,Control
36676800000000_3063,1977,0.35,36.91,0.63,1,11.05,90750,medium income,Prop. 39
19651400000000_1677,1977,0.26,39.98,0.63,1,34.6,102292,medium income,Prop. 39
9620000000000_92,1978,0.19,27.79,0.63,0,15.05,184936,high income,Control
27700000000000_233,1978,0.21,22.58,0.61,0,37.6,117748,high income,Control
19646300000000_3672,1978,0.24,37.77,0.63,0,48.85,121705,high income,Control
19644900000000_857,1978,0.29,38.65,0.63,0,13.95,110724,high income,Control
19644900000000_856,1978,0.36,36.67,0.63,0,13.95,123083,high income,Control
36738900000000_326,1978,0.1,43.23,0.47,0,82.95,24438,low income,Control
42767900000000_1576,1978,0.19,35.89,0.47,0,79.95,41667,low income,Control
19648100000000_2202,1978,0.22,40.17,0.63,0,13.1,54924,low income,Control
19102000000000_3365,1978,0.22,40.02,0.63,0,21.95,18182,low income,Control
36738900000000_324,1978,0.1,43.23,0.63,0,82.95,59385,medium income,Control
36738900000000_325,1978,0.1,43.23,0.63,0,82.95,68105,medium income,Control
19648400000000_2261,1978,0.2,39.28,0.63,0,40.7,62120,medium income,Control
30666200000000_3376,1978,0.21,40.05,0.56,0,22.5,95833,medium income,Control
19734400000000_3663,1978,0.21,41.34,0.63,0,22.2,72250,medium income,Control
56725400000000_1860,1978,0.26,34.3,0.63,0,35.15,65987,medium income,Control
19646800000000_41,1978,0.34,41.6,0.56,0,10.35,77647,medium income,Control
19646800000000_42,1978,0.34,41.6,0.57,0,10.35,103750,medium income,Control
30666700000000_3381,1978,0.15,39.17,0.43,1,28.5,33958,low income,Prop. 39
56768300000000_1181,1978,0.22,38.26,0.47,1,26.1,29564,low income,Prop. 39
56725500000000_2790,1978,0.26,36.98,0.57,1,25.95,47199,low income,Prop. 39
54722200000000_3449,1978,0.34,38.72,0.63,1,22.15,39196,low income,Prop. 39
36679300000000_1352,1978,0.13,40.97,0.47,1,26.45,72857,medium income,Prop. 39
54768400000000_1714,1978,0.44,34.47,0.61,1,24.15,81944,medium income,Prop. 39
19753400000000_28,1979,0.23,36.02,0.63,0,9,130213,high income,Control
19646800000000_1731,1979,0.34,40.58,0.61,0,11.65,171333,high income,Control
30736500000000_3134,1979,0.35,36.33,0.63,0,5.6,167941,high income,Control
10600000000000_65,1979,0.15,29.43,0.63,0,27.7,39777,low income,Control
17600000000000_96,1979,0.18,28.72,0.63,0,30.2,52250,low income,Control
19646300000000_218,1979,0.23,38.67,0.57,0,27.7,46875,low income,Control
36679600000000_3859,1979,0.28,41.16,0.63,0,17.3,38994,low income,Control
48700000000000_310,1979,0.18,29.55,0.61,0,14.2,74101,medium income,Control
30665200000000_1600,1979,0.24,37.2,0.61,0,6.95,90862,medium income,Control
